gene	longest_isoform	gene_type	gene_JakkeGuo	gene_Jakke_ver1	gene_ddv6	jakkeguo_collapsed	ddv6_collapsed	jakke_ver1_collapsed	Preferred_name	Description	PFAMs	class
h1SMnG0018455	h1SMnT0018455.1	hconf	-	-	-	-	-	-	SMARCA4	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member	BRK,Bromodomain,DBINO,FXa_inhibition,HSA,Helicase_C,Ldl_recept_a,Ldl_recept_b,QLQ,SNF2_N,SnAC,Spermine_synth,TP6A_N	-
h1SMnG0018602	h1SMnT0018602.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0018603	h1SMnT0018603.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0018719	h1SMnT0018719.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0018966	h1SMnT0018966.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0019088	h1SMnT0019088.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0019468	h1SMnT0019468.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0019542	h1SMnT0019542.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0019964	h1SMnT0019964.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0019981	h1SMnT0019981.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0020005	h1SMnT0020005.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0020110	h1SMnT0020110.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0020200	h1SMnT0020200.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0020405	h1SMnT0020405.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0020856	h1SMnT0020856.1	hconf	-	-	-	-	-	-	-	transforming growth factor beta receptor signaling pathway	MH1,MH2	-
h1SMnG0021489	h1SMnT0021489.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0021636	h1SMnT0021636.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0021699	h1SMnT0021699.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0021703	h1SMnT0021703.1	hconf	-	-	-	-	-	-	VDAC2	Voltage-gated anion channel activity. It is involved in the biological process described with regulation of anion transport	FERM_C,FERM_M,FERM_N,PDZ,Porin_3	-
h1SMnG0022045	h1SMnT0022045.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0022243	h1SMnT0022243.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0022245	h1SMnT0022245.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0022287	h1SMnT0022287.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0022355	h1SMnT0022355.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0022439	h1SMnT0022439.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0022681	h1SMnT0022681.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0022844	h1SMnT0022844.2	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0022890	h1SMnT0022890.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0023238	h1SMnT0023238.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0023333	h1SMnT0023333.2	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0023389	h1SMnT0023389.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0023612	h1SMnT0023612.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0023688	h1SMnT0023688.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0023715	h1SMnT0023715.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0024058	h1SMnT0024058.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0024678	h1SMnT0024678.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0024836	h1SMnT0024836.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0025711	h1SMnT0025711.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0025910	h1SMnT0025910.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0025949	h1SMnT0025949.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0026520	h1SMnT0026520.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0026528	h1SMnT0026528.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0026585	h1SMnT0026585.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0026794	h1SMnT0026794.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0027275	h1SMnT0027275.1	other	-	-	dd_Smed_v6_5904_0_7	-	dd_Smed_v6_5904_0_7	-	-	-	-	-
h1SMnG0027355	h1SMnT0027355.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0027635	h1SMnT0027635.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0027862	h1SMnT0027862.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0028004	h1SMnT0028004.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0028069	h1SMnT0028069.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0028085	h1SMnT0028085.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0028207	h1SMnT0028207.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0028546	h1SMnT0028546.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0028855	h1SMnT0028855.2	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0029061	h1SMnT0029061.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0029285	h1SMnT0029285.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0029977	h1SMnT0029977.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0030047	h1SMnT0030047.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0030049	h1SMnT0030049.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0030105	h1SMnT0030105.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0030106	h1SMnT0030106.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0030217	h1SMnT0030217.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0030243	h1SMnT0030243.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0030342	h1SMnT0030342.1	hconf	SMEST026966001.1	MSTRG.255	-	SMEST026966001.1	-	MSTRG.255	-	-	-	-
h1SMnG0030565	h1SMnT0030565.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0030620	h1SMnT0030620.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0030746	h1SMnT0030746.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0030967	h1SMnT0030967.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0031146	h1SMnT0031146.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0031298	h1SMnT0031298.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0031635	h1SMnT0031635.1	hconf	SMEST035405001.1	SMESG000035405.1	-	SMEST035405001.1	-	SMESG000035405.1	-	-	-	-
h1SMnG0031761	h1SMnT0031761.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0031864	h1SMnT0031864.1	hconf	SMEST034761002.1	MSTRG.10924	-	SMEST034761002.1,SmMSTRG.10924.3,SmMSTRG.10924.4,SmMSTRG.10924.6	-	MSTRG.10924	FAM173B	positive regulation of sensory perception of pain	Condensin2nSMC,MTS,MetW,Methyltransf_23	-
h1SMnG0032115	h1SMnT0032115.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0032741	h1SMnT0032741.4	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0032845	h1SMnT0032845.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0032901	h1SMnT0032901.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0033119	h1SMnT0033119.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0033120	h1SMnT0033120.1	hconf	-	-	-	-	-	-	-	-	-	-
h1SMnG0033368	h1SMnT0033368.1	other	SMEST013713001.1	MSTRG.4885	dd_Smed_v6_9787_0_1	SMEST013713001.1	dd_Smed_v6_9787_0_1	MSTRG.4885	-	-	-	-
h1SMnG0033712	h1SMnT0033712.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0033791	h1SMnT0033791.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0033859	h1SMnT0033859.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0034035	h1SMnT0034035.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0034500	h1SMnT0034500.1	other	-	-	-	-	-	-	-	-	-	-
h1SMnG0035325	h1SMnT0035325.1	other	-	-	-	-	-	-	-	-	-	-
